Age,Pounds,Kilograms,FeetInches,Centimeters
21,218.9,99.5,5.4,162
30,224.2,101.9,5.3,159
55,240.9,109.5,5.9,175
29,203.9,92.7,6.2,189
58,206.1,93.7,5.8,173
25,153.6,69.8,5.1,154
34,222.6,101.2,5.9,174
70,180.8,82.2,5.11,180
36,174.5,79.3,5.2,158
63,244,110.9,5.9,174
45,141.5,64.3,5.6,167
48,189.4,86.1,5.11,181
43,188.8,85.8,5.1,156
31,167,75.9,5.1,177
30,161.9,73.6,5.8,172
59,166.1,75.5,5.5,165
18,141.5,64.3,5.1,155
60,152.2,69.2,5.4,163
43,184.1,83.7,5.7,170
44,159.5,72.5,5.3,161
30,240.9,109.5,6,183
49,206.4,93.8,5.8,173
56,142.8,64.9,5.7,171
69,162.4,73.8,5.2,158
37,240.2,109.2,5.9,176
57,248.4,112.9,5.8,173
59,195.4,88.8,5.7,171
22,172,78.2,5.1,177
50,140.4,63.8,5.8,173
50,215.4,97.9,5.7,171
68,232.5,105.7,5.1,177
30,146.1,66.4,5.1,177
57,155.3,70.6,5.7,170
21,187.2,85.1,5.9,176
69,148.3,67.4,5.1,154
68,147.6,67.1,5.5,165
53,189.2,86,6.1,186
42,195.4,88.8,5.9,175
18,202.6,92.1,5.7,171
19,131.1,59.6,5.8,172
69,178,80.9,5.9,174
51,137.7,62.6,5.8,172
47,219.3,99.7,5.3,161
24,156.2,71,5.3,159
69,206.4,93.8,5.8,172
22,106.3,48.3,5.7,170
22,186.3,84.7,6.2,189
24,208.8,94.9,6,183
29,200.6,91.2,5.3,159
51,211,95.9,5.3,160
56,219.1,99.6,5.3,161
43,219.6,99.8,5.6,168
29,142.3,64.7,5.6,167
70,170.9,77.7,5.1,156
38,159.9,72.7,5.7,171
48,113.5,51.6,5.7,170
59,222.2,101,6.1,186
55,218.5,99.3,5.2,158
33,110.7,50.3,5.7,171
56,145.4,66.1,5.5,165
60,120.6,54.8,5.2,157
62,135.3,61.5,5.5,164
68,149.2,67.8,5.11,181
28,160.4,72.9,5.4,162
62,220.4,100.2,5.9,176
49,181.7,82.6,5.4,163
35,181.1,82.3,5.8,173
60,167.9,76.3,5.6,168
33,213.4,97,5.1,155
66,175.3,79.7,5.9,176
42,161.5,73.4,5.9,176
34,152,69.1,5.11,181
62,167,75.9,5.2,158
29,112.2,51,5.9,174
63,153.6,69.8,5.3,160
44,256.5,116.6,5.6,167
44,168.5,76.6,5.1,156
29,140.1,63.7,6.2,187
63,133.3,60.6,5.5,166
70,169,76.8,5.7,170
38,160.2,72.8,5.6,168
28,167,75.9,5.1,155
19,128.3,58.3,5.7,169
64,147.8,67.2,5.5,165
23,159.5,72.5,6.1,186
35,179.1,81.4,5.3,160
28,147,66.8,5.2,157
55,178.9,81.3,6.1,185
60,202,91.8,5.3,161
36,181.5,82.5,6.2,187
25,119,54.1,5.5,166
28,161.7,73.5,5.1,178
67,211,95.9,6,184
40,183,83.2,5.8,172
46,147.2,66.9,5.6,168
29,162.4,73.8,5.7,170
37,196.2,89.2,5.1,155
26,119.7,54.4,5.8,173
47,173.8,79,6,184
43,169.2,76.9,5.4,163
33,160.6,73,5.4,162
57,222.6,101.2,5.7,171
27,194.9,88.6,5.6,167
63,220.9,100.4,5.9,175
50,158,71.8,5.9,176
43,154.4,70.2,5.7,169
59,139.7,63.5,5.6,167
32,183,83.2,5.6,168
54,183.9,83.6,5.9,175
36,229.5,104.3,5.1,154
62,206.1,93.7,5.3,159
31,186.3,84.7,6,184
27,180.4,82,6.2,188
49,248.2,112.8,6.2,187
26,132.9,60.4,5.7,171
36,111.8,50.8,5.9,174
50,178.6,81.2,5.7,171
34,163,74.1,5.6,167
23,144.1,65.5,5.1,177
26,174.2,79.2,5.7,170
33,207.7,94.4,6.1,185
30,156,70.9,5.5,166
63,176.2,80.1,5.1,178
66,179.1,81.4,6,182
55,145.6,66.2,5.9,176
33,187.9,85.4,5.7,171
56,138.6,63,5.7,171
21,182.6,83,5.3,160
64,128.9,58.6,5.4,163
66,207.7,94.4,5.2,157
43,173.6,78.9,5.7,171
50,144.1,65.5,5.9,174
33,189.9,86.3,5.7,170
27,127.4,57.9,5.9,175
44,183.5,83.4,5.7,169
56,177.8,80.8,5.7,171
61,192.7,87.6,5.2,157
30,135.7,61.7,5.4,162
69,158.2,71.9,5.8,173
58,181.1,82.3,5.9,175
32,237.2,107.8,5.7,169
55,229.9,104.5,5.9,176
60,229.5,104.3,5.3,160
65,141.5,64.3,5.6,168
30,123.9,56.3,5.2,157
66,132.7,60.3,5.2,158
67,165.7,75.3,5.1,177
38,150.5,68.4,5.7,169
52,155.3,70.6,6.2,187
31,134,60.9,5.8,172
61,171.6,78,6,182
43,119.2,54.2,5.8,173
23,184.1,83.7,5.1,179
32,156.4,71.1,6.1,185
54,237.2,107.8,5.1,177
57,123.4,56.1,5.5,166
60,139.3,63.3,5.1,179
51,147.8,67.2,6.2,187
23,115.7,52.6,5.4,162
43,180,81.8,5.5,165
47,207.9,94.5,5.3,160
34,190.5,86.6,6.2,188
50,235.6,107.1,5.7,169
68,221.8,100.8,5.11,181
68,170.7,77.6,5.4,162
44,215.2,97.8,6.2,189
70,166.1,75.5,5.5,164
26,130,59.1,5.8,173
20,144.3,65.6,4.11,151
40,199.3,90.6,5.2,158
36,163.5,74.3,5.7,170
58,196.7,89.4,5.1,179
31,183.5,83.4,6.1,186
53,203.9,92.7,5.1,178
34,224,101.8,5.4,163
46,232.8,105.8,5.1,178
52,191.8,87.2,5.2,157
58,196.7,89.4,5.5,164
36,127.4,57.9,5.7,169
36,179.1,81.4,6.2,188
31,117.3,53.3,5.7,170
25,231.7,105.3,6,182
50,194.5,88.4,5.5,165
24,174.5,79.3,6.2,189
43,231.4,105.2,6,182
61,196.2,89.2,5.8,172
33,180.4,82,5.9,176
42,154.4,70.2,6.1,185
33,123.9,56.3,5.7,170
62,184.1,83.7,5.6,167
42,170.1,77.3,5.2,158
48,220.9,100.4,5.8,173
69,137.9,62.7,5.11,181
37,123.9,56.3,5.6,168
33,146.7,66.7,5.7,169
59,164.1,74.6,6.2,187
29,195.8,89,6.2,188
28,228.6,103.9,5.7,170
58,193.8,88.1,5.5,166
28,179.7,81.7,5.7,169
24,123,55.9,5.1,155
22,133.1,60.5,5.2,158
28,208.3,94.7,5.7,171
34,229.5,104.3,5.6,168
64,167.2,76,5.2,157
39,154.4,70.2,5.7,171
50,228.1,103.7,5.11,180
43,161.9,73.6,5.5,165
37,227.7,103.5,5.4,163
30,202.8,92.2,5.5,165
24,162.6,73.9,6.2,189
46,154.7,70.3,6.2,187
62,121.7,55.3,5.5,165
40,222.6,101.2,5.6,168
32,192.5,87.5,5.1,177
34,234.7,106.7,6,182
64,193.2,87.8,5.7,169
45,150.9,68.6,6,183
19,131.8,59.9,5.1,156
42,153.8,69.9,5.5,166
68,141.9,64.5,6,183
30,193.4,87.9,5.5,165
59,205.9,93.6,5.11,181
59,245.5,111.6,6.1,185
37,153.3,69.7,5.8,173
59,187.7,85.3,5.8,173
58,184.6,83.9,6,184
70,164.8,74.9,5.5,164
56,209.4,95.2,5,152
24,108.2,49.2,5.7,169
40,123.9,56.3,5.1,156
57,211,95.9,6,184
31,199.1,90.5,5.1,156
48,177.1,80.5,5.7,170
65,210.8,95.8,5.5,165
46,178.9,81.3,5.9,176
37,214.9,97.7,5.9,174
21,207.7,94.4,5.1,155
63,158.8,72.2,5.9,176
61,235.6,107.1,6,182
39,202.6,92.1,5.7,169
46,163.7,74.4,5.4,162
31,193.2,87.8,5.4,162
19,194,88.2,4.11,151
38,197.3,89.7,5.9,175
61,197.3,89.7,5.5,166
21,130.9,59.5,5.7,170
34,138.4,62.9,5.4,163
61,140.4,63.8,5.5,166
56,150,68.2,5.1,179
64,178.6,81.2,5,152
42,226.2,102.8,5.7,169
19,119,54.1,5.9,174
37,224,101.8,5.9,175
33,202,91.8,5.3,161
58,166.1,75.5,6.1,185
67,219.8,99.9,5.8,172
59,219.8,99.9,5.7,170
52,186.8,84.9,5.5,166
26,150.9,68.6,5.3,159
65,220.2,100.1,5.8,172
69,222.2,101,5,152
28,106,48.2,5.9,174
18,166.3,75.6,5.3,161
64,186.8,84.9,5.5,166
36,136.8,62.2,5.3,159
25,106.7,48.5,5.6,167
21,175.8,79.9,6.2,187
31,202,91.8,5.5,164
52,251,114.1,5.7,171
54,206.6,93.9,5.8,172
26,167,75.9,5.8,172
50,198.9,90.4,6,182
27,182.8,83.1,5.6,168
51,145.4,66.1,5.2,157
56,185,84.1,5.1,155
63,166.1,75.5,5.4,162
39,132.2,60.1,5.9,175
64,179.3,81.5,5.6,168
31,139.9,63.6,5.9,175
52,189,85.9,5.9,174
18,141.2,64.2,5.7,171
53,176.4,80.2,5.9,175
51,123.9,56.3,5.1,155
52,246.2,111.9,6.1,186
42,195.6,88.9,5.1,177
52,199.1,90.5,5.7,169
46,235.4,107,6,184
52,156.9,71.3,5.9,174
65,139.5,63.4,5.6,167
59,217.6,98.9,5.4,163
54,189.6,86.2,5.1,179
22,214.5,97.5,5.8,173
47,170.7,77.6,5.9,175
19,114.4,52,5.4,163
40,183,83.2,5.1,156
22,112.2,51,5.1,154
62,146.7,66.7,5.3,161
21,132.4,60.2,5.9,174
36,183.3,83.3,5.5,166
27,156.2,71,6.1,186
38,222.6,101.2,5.7,169
59,214.7,97.6,5.11,180
18,131.1,59.6,5,152
23,143.2,65.1,6.2,189
48,159.9,72.7,5.1,155
49,223.7,101.7,5.5,164
64,236.5,107.5,5.9,176
59,156,70.9,5.4,162
44,170.5,77.5,5.1,179
51,198.4,90.2,5.2,158
35,124.5,56.6,5.3,161
44,130.9,59.5,5.3,160
51,118.6,53.9,5.1,155
68,147.2,66.9,5.3,160
38,204.4,92.9,5.8,173
60,126.3,57.4,5.8,173
29,143.2,65.1,5.3,160
64,165,75,5.7,169
24,136.4,62,6,182
25,207.5,94.3,5.7,169
68,171.6,78,5.6,167
35,115.1,52.3,5.1,156
33,208.6,94.8,5.2,157
58,210.1,95.5,5.7,169
29,152,69.1,5.7,170
66,140.4,63.8,5.1,156
32,150,68.2,5.11,181
26,154.9,70.4,5.1,156
62,169,76.8,5.11,181
61,160.2,72.8,5.5,165
53,125.6,57.1,5.7,169
61,237.6,108,5.11,181
26,152.5,69.3,5.7,170
49,153.1,69.6,5.6,168
57,242,110,6.2,187
68,129.4,58.8,5,153
29,176.7,80.3,5.8,172
26,154.9,70.4,5.6,168
41,117.3,53.3,5.5,165
41,188.1,85.5,5.1,179
23,105.4,47.9,5.2,157
63,204.6,93,5.7,169
44,148.9,67.7,5.6,167
31,242.7,110.3,5.7,171
24,177.5,80.7,6.2,188
58,150.5,68.4,5.9,176
46,225.9,102.7,5.5,164
61,208.8,94.9,5.6,167
65,210.1,95.5,5.2,158
59,132.9,60.4,5.8,172
48,188.5,85.7,5.7,170
41,208.6,94.8,6.2,187
19,195.1,88.7,6.2,187
23,112.9,51.3,5.3,161
32,189.6,86.2,5.7,170
22,214.7,97.6,5.7,170
56,143,65,5.5,166
54,200.9,91.3,5.3,159
58,220,100,5.7,170
34,140.4,63.8,5.4,163
22,180,81.8,5.9,176
22,213.6,97.1,5.9,175
54,227.5,103.4,5.7,171
61,176,80,5.2,158
60,236.9,107.7,5.5,166
54,185.9,84.5,5.8,173
23,182.6,83,5.9,174
24,238,108.2,5.8,173
34,239.6,108.9,5.9,175
24,145.2,66,5.1,156
59,187.7,85.3,5.1,154
36,145.6,66.2,5.8,173
20,169.8,77.2,5.7,170
18,214.5,97.5,6,182
40,184.4,83.8,5.1,154
46,148.7,67.6,5.5,166
18,159.3,72.4,5.9,175
69,219.6,99.8,5.1,178
22,147,66.8,6,184
46,185.2,84.2,5.6,167
57,227.5,103.4,5.7,171
38,135.1,61.4,5.3,161
30,211.2,96,5.6,168
55,229.5,104.3,5.2,158
49,142.3,64.7,5.6,167
23,143.2,65.1,6.2,188
62,210.1,95.5,5.1,155
41,218.5,99.3,5.4,163
46,163.7,74.4,5.9,176
37,183.5,83.4,5.7,170
67,219.8,99.9,5.7,169
21,171.4,77.9,5.9,176
70,236.7,107.6,5.6,168
43,232.8,105.8,5.7,169
53,178.2,81,5.3,159
28,202.6,92.1,5.1,177
53,141.7,64.4,5.3,159
40,167.4,76.1,5.4,162
34,202.4,92,5.8,173
39,224.2,101.9,5.9,174
60,215.2,97.8,6,184
51,163.5,74.3,6.2,188
38,140.1,63.7,6.2,188
61,173.4,78.8,5.3,160
47,169.2,76.9,5.4,162
66,202.4,92,5.9,174
19,168.5,76.6,5.1,179
57,210.8,95.8,5.6,168
60,162.8,74,5.5,164
42,228.6,103.9,5.7,171
48,186.3,84.7,6,184
55,165.7,75.3,6.2,187
30,177.5,80.7,5.8,173
36,144.1,65.5,5.8,173
53,192.3,87.4,6.1,186
56,156.6,71.2,5.5,166
18,160.6,73,6.1,185
28,184.8,84,5.9,175
19,98.6,44.8,5.5,165
18,192.1,87.3,5.5,165
70,170.9,77.7,5.5,166
38,209.7,95.3,5.1,155
59,141.9,64.5,5.6,168
70,210.8,95.8,5.7,169
22,146.5,66.6,6.2,189
38,115.5,52.5,5.8,172
67,202.8,92.2,5.9,175
45,225.7,102.6,6.2,187
41,149.8,68.1,5.7,170
28,211.6,96.2,6.1,185
39,187.4,85.2,6,183
56,155.1,70.5,5.8,172
39,205.7,93.5,5.5,166
36,146.3,66.5,5.9,176
30,152.2,69.2,5.5,164
69,150.3,68.3,5.3,161
41,187.7,85.3,5.1,154
19,183.7,83.5,5.1,154
64,189.4,86.1,5.7,170
52,192.1,87.3,5.5,166
28,144.1,65.5,5.11,181
26,230.1,104.6,5.9,175
68,202.6,92.1,5.2,157
46,207.7,94.4,5.11,180
31,140.4,63.8,5.1,179
19,146.7,66.7,5.1,179
30,219.6,99.8,5.7,171
61,163.7,74.4,5.7,171
55,160.6,73,6.2,188
56,198.7,90.3,5.7,170
45,226.6,103,5.6,168
25,134.6,61.2,5.4,162
18,154,70,5,152
50,247.5,112.5,5.7,169
52,165.9,75.4,6,183
42,194.9,88.6,6.2,189
64,219.3,99.7,5.3,159
39,156.9,71.3,5.2,158
50,150.9,68.6,5.9,176
59,208.3,94.7,6,183
42,244.9,111.3,6,183
30,141.5,64.3,5.11,181
33,206.1,93.7,5.7,171
39,145.6,66.2,5.4,162
46,222,100.9,5.8,172
62,130.2,59.2,5.6,167
22,180.6,82.1,5.9,175
64,189.9,86.3,6.1,186
66,156.2,71,6,184
55,124.7,56.7,5.5,166
68,178,80.9,5.4,163
70,176.2,80.1,5.6,168
32,137.9,62.7,5.8,172
28,147.8,67.2,5.7,170
58,150,68.2,5.1,178
36,163.2,74.2,6,183
55,220.2,100.1,6.2,187
60,161.9,73.6,5.8,172
19,123.6,56.2,6.3,190
30,199.5,90.7,6.2,187
26,148.3,67.4,5.7,171
41,179.5,81.6,5.1,155
56,185.5,84.3,6.1,186
44,158.8,72.2,5.5,164
61,229,104.1,5.7,169
67,112.4,51.1,5.7,169
19,184.6,83.9,6.2,187
42,144.1,65.5,5.6,167
65,198.9,90.4,6,183
47,197.6,89.8,5.6,168
37,245.7,111.7,6.2,187
20,194,88.2,5,152
67,178.2,81,5.6,168
20,162.4,73.8,5.5,166
26,195.4,88.8,5.8,173
34,110.9,50.4,5.7,169
56,192.5,87.5,5.7,169
51,226.2,102.8,5.1,177
49,218.5,99.3,6,182
63,190.7,86.7,5.9,174
37,186.3,84.7,5.1,156
33,189.4,86.1,5.5,166
28,215.8,98.1,5.11,180
19,141.2,64.2,5.3,159
62,169.6,77.1,6,183
66,174.7,79.4,5.5,165
28,185.7,84.4,5.1,155
20,133.3,60.6,5.3,160
20,145.4,66.1,5.7,170
66,191.2,86.9,5.5,164
59,195.8,89,5.6,168
47,193.4,87.9,5.3,159
68,175.1,79.6,5.7,170
34,218,99.1,5.7,170
54,194.9,88.6,5.9,175
32,170.5,77.5,5.1,177
60,161.9,73.6,5.7,169
53,153.8,69.9,5.8,173
36,184.1,83.7,5.9,175
20,172.3,78.3,5.8,172
70,187.4,85.2,5.11,180
47,226.4,102.9,5.8,173
23,208.1,94.6,5.9,175
25,216,98.2,5.8,173
66,230.1,104.6,5.9,175
42,153.1,69.6,5.1,154
47,160.2,72.8,5.1,154
61,158.6,72.1,5.8,173
29,110,50,5.6,167
34,185.2,84.2,5.5,166
38,228.6,103.9,6,184
19,165.4,75.2,5.5,164
66,199.1,90.5,5,153
37,253.9,115.4,5.1,179
48,152.9,69.5,5.9,175
52,213.4,97,5.5,166
42,169.4,77,5.1,154
60,215.6,98,5.8,173
18,135.1,61.4,5.5,164
60,219.1,99.6,5.11,180
43,147.4,67,5.7,171
30,150.5,68.4,5.7,171
31,240,109.1,6.1,185
62,118.4,53.8,5.4,163
51,128.9,58.6,5.9,174
22,214.9,97.7,5.9,175
65,231.4,105.2,5.8,173
51,235.2,106.9,6,184
33,165.7,75.3,5.2,158
43,121.4,55.2,5.1,155
45,230.6,104.8,6,183
62,196.2,89.2,5.2,157
18,191.8,87.2,5.8,172
33,239.4,108.8,5.7,171
23,219.1,99.6,5.9,174
25,191.2,86.9,6,182
39,207.7,94.4,5.1,178
27,212.1,96.4,6,182
58,156.2,71,5.8,173
30,205.7,93.5,5.8,173
21,206.1,93.7,5.8,173
54,221.5,100.7,5.7,171
33,180.2,81.9,5.1,179
49,196.2,89.2,5.3,159
27,214.7,97.6,5.1,154
58,231,105,5.3,161
27,228.8,104,6.2,188
27,187.7,85.3,6.2,188
37,117.5,53.4,5.5,164
58,119,54.1,5.7,169
29,237.6,108,5.7,169
67,195.8,89,5.1,156
59,139,63.2,5.8,173
42,135.3,61.5,5.9,174
22,189.2,86,5.3,160
29,141.5,64.3,5.9,174
42,141.5,64.3,5.8,173
60,166.3,75.6,5.7,170
51,199.5,90.7,5,153
38,251.7,114.4,5.1,177
21,158.2,71.9,5.8,173
29,115.9,52.7,5.7,170
34,209,95,5.7,170
41,211.2,96,5.3,160
58,198.7,90.3,5.1,156
26,232.1,105.5,5.9,174
57,191.2,86.9,5.2,157
60,169.8,77.2,5.5,164
66,232.3,105.6,5.7,170
36,214.7,97.6,5.7,171
25,183.3,83.3,6.2,189
40,254.5,115.7,5.7,170
36,169.4,77,5.9,174
28,137.7,62.6,5.11,180
60,228.1,103.7,5.7,169
50,226.2,102.8,5.1,156
33,167.9,76.3,5.1,155
43,218.5,99.3,5.1,155
25,199.5,90.7,5.1,179
50,234.3,106.5,5.6,168
67,137.7,62.6,5.5,164
37,227.9,103.6,5.7,171
62,208.6,94.8,5.1,156
39,166.1,75.5,5.1,178
25,119,54.1,5.9,174
36,218.5,99.3,5.3,159
24,203.3,92.4,5.9,176
59,200.2,91,5.6,167
68,157.7,71.7,5.5,166
28,205.5,93.4,5.1,154
57,150.9,68.6,5.8,173
22,218.2,99.2,5.11,180
19,169.2,76.9,5.8,173
29,211.2,96,6.1,185
18,172.3,78.3,5.5,166
52,198.4,90.2,6.1,185
53,218.5,99.3,5.6,167
34,228.8,104,5.1,154
45,153.8,69.9,5.9,175
38,239.8,109,5.1,178
51,162.6,73.9,5.6,167
45,202.8,92.2,5.8,173
64,200.6,91.2,5.1,155
41,147.2,66.9,5.1,179
46,127.6,58,5.3,161
34,213.4,97,5.8,172
43,220.2,100.1,5.6,168
70,241.1,109.6,5.5,164
35,227.3,103.3,5.6,168
30,220.7,100.3,5.7,169
69,157.1,71.4,5.4,163
68,227,103.2,6.1,185
46,152,69.1,5.6,167
31,163.7,74.4,6.3,190
38,121.2,55.1,5.5,166
64,175.6,79.8,6,182
38,129.6,58.9,5.1,154
49,215.6,98,5.1,155
66,158.6,72.1,5.6,168
52,152,69.1,5.2,158
49,212.3,96.5,6.2,188
52,150.9,68.6,6,183
56,154.4,70.2,5.5,164
52,115.3,52.4,5.9,174
34,146.5,66.6,5.8,173
42,179.5,81.6,6,183
63,198.9,90.4,5.7,169
26,168.3,76.5,6.3,190
41,134.9,61.3,5.5,165
63,169.6,77.1,5.7,170
66,184.8,84,5.9,174
20,124.1,56.4,5.6,168
35,143.4,65.2,6.1,186
36,149.6,68,6,183
37,240,109.1,5.8,173
31,168.7,76.7,5.5,164
40,156.4,71.1,6,184
45,220.4,100.2,6.2,189
35,199.3,90.6,5.11,180
64,201.3,91.5,5.11,180
41,170.9,77.7,5.1,179
22,114.4,52,5.8,172
41,151.6,68.9,6,182
31,201.5,91.6,5.11,180
62,131.8,59.9,5.4,162
21,187.4,85.2,5.1,179
28,201.7,91.7,5.3,160
57,218.7,99.4,5.9,176
29,203.1,92.3,6.3,190
28,170.1,77.3,5.1,155
48,185.5,84.3,5.3,161
34,194.3,88.3,5.1,154
37,211.9,96.3,5.7,169
35,123.9,56.3,5.8,173
51,236.3,107.4,6.1,186
30,185.9,84.5,6,183
69,153.3,69.7,5,152
22,125.6,57.1,5.7,171
57,164.6,74.8,6.1,186
53,210.5,95.7,5.4,162
20,105.2,47.8,5.5,164
59,195.8,89,5.9,175
41,161.9,73.6,5.1,155
28,126.5,57.5,5.8,173
22,172.5,78.4,6,182
52,220.9,100.4,5.8,173
20,183.3,83.3,5.6,168
35,136.2,61.9,5.4,162
37,120.8,54.9,5.7,170
44,231.2,105.1,5.9,174
44,185.9,84.5,5.5,166
25,239.1,108.7,5.6,167
31,246.8,112.2,5.1,179
49,240.5,109.3,6,183
67,110.7,50.3,5.1,155
64,175.1,79.6,5.4,162
62,183.5,83.4,5.1,154
48,246,111.8,5.7,171
65,209.4,95.2,5.1,177
61,118.6,53.9,5.7,171
47,202.4,92,6,184
36,209.2,95.1,5.1,179
51,114.6,52.1,5.2,157
29,217.4,98.8,5.5,164
24,163.2,74.2,5.6,168
41,167.9,76.3,5.8,172
44,191.8,87.2,5.9,174
48,148.5,67.5,5,153
60,245.7,111.7,5.7,169
39,220.9,100.4,5.9,174
51,237.8,108.1,5.7,171
52,172.3,78.3,5.2,157
45,218.9,99.5,5.9,175
28,158,71.8,5.9,175
19,148.3,67.4,5.7,171
34,178,80.9,5.4,163
66,220.2,100.1,5.9,174
26,242,110,6.2,187
58,192.1,87.3,5.5,166
67,211.4,96.1,5.3,159
19,151.6,68.9,6.1,185
20,159.9,72.7,5.4,163
67,180.2,81.9,5.1,178
62,222,100.9,5.1,154
27,135.1,61.4,5.9,174
53,163.7,74.4,5.6,167
63,131.8,59.9,5.6,167
61,196.9,89.5,5.7,171
31,173.1,78.7,5.5,166
22,123.4,56.1,5.8,173
43,154.9,70.4,6,183
57,217.8,99,6.1,185
38,115.1,52.3,5.9,174
47,217.1,98.7,5.6,167
57,245.7,111.7,5.6,167
36,207.9,94.5,5.3,160
67,142.1,64.6,5.7,171
23,232.3,105.6,5.8,172
31,124.7,56.7,5.5,164
45,178.2,81,6.2,188
54,191.8,87.2,5.6,168
52,184.8,84,5.9,175
45,251.7,114.4,6.1,186
29,232.8,105.8,6.2,189
18,183,83.2,6,182
37,227.3,103.3,5.9,176
64,192.1,87.3,5.1,177
69,148.1,67.3,5.5,164
18,137.1,62.3,5.1,155
50,191.6,87.1,5.4,162
35,206.6,93.9,5.9,175
58,177.1,80.5,6,184
41,160.4,72.9,5.5,165
41,179.3,81.5,5.5,164
69,223.7,101.7,4.11,151
26,119,54.1,5.2,157
51,245.7,111.7,5.9,174
68,141.9,64.5,5.4,162
58,227,103.2,5.8,172
67,148.3,67.4,5.5,166
49,125,56.8,5.7,169
49,152.7,69.4,5.7,171
37,150.3,68.3,5.8,173
66,200.4,91.1,5.9,176
28,141,64.1,5.8,173
18,133.8,60.8,6.2,189
25,200.9,91.3,5.1,154
47,194.7,88.5,5.5,164
47,201.7,91.7,5.11,181
56,202.2,91.9,5.7,169
36,185.7,84.4,5.3,161
34,195.1,88.7,6.2,187
48,204.6,93,5.2,158
26,167.4,76.1,5.1,154
19,138.4,62.9,5.8,173
39,190.7,86.7,5.9,174
50,198.7,90.3,5.3,159
65,126.1,57.3,5,153
69,140.1,63.7,5,152
40,164.3,74.7,5.8,172
52,134.6,61.2,5.1,155
63,136.6,62.1,5.2,158
62,224.6,102.1,5.9,174
35,248.4,112.9,6.2,187
29,203.9,92.7,5.3,161
50,140.4,63.8,5.5,166
67,194.3,88.3,5.9,175
58,190.1,86.4,5,152
58,153.6,69.8,5.2,158
61,240.7,109.4,6.1,185
39,137.1,62.3,5.7,169
64,192.1,87.3,5.8,173
46,174.7,79.4,5.2,158
38,169.6,77.1,5.8,172
62,186.6,84.8,5.6,168
18,130.7,59.4,5.5,166
59,233.6,106.2,6,183
18,114.2,51.9,5.1,178
25,110.7,50.3,5.9,175
69,201.5,91.6,5.3,160
33,249.9,113.6,5.1,177
54,195.6,88.9,5.7,169
52,187,85,5.7,169
33,183.5,83.4,6.1,186
60,157.7,71.7,6,183
67,162.1,73.7,5.3,161
23,169.6,77.1,6.2,187
70,177.3,80.6,5.1,156
29,200,90.9,5.5,165
36,214.5,97.5,5.3,160
23,213.4,97,6.2,187
23,143,65,5.6,167
57,203.7,92.6,5.3,161
43,197.6,89.8,6.2,187
33,122.8,55.8,5.7,170
49,185,84.1,6,182
65,189.9,86.3,5,153
44,156.4,71.1,5.1,155
33,228.4,103.8,5.2,157
35,222.9,101.3,6.2,188
29,147.2,66.9,5.9,176
35,215.6,98,5.1,155
44,169.8,77.2,5.7,170
40,235.4,107,5.6,168
21,164.8,74.9,5.3,159
59,162.1,73.7,5.9,174
57,151.6,68.9,5.8,173
66,193.2,87.8,5.11,181
34,221.3,100.6,5.9,176
31,193.8,88.1,5.8,173
37,149.2,67.8,5.7,169
21,202,91.8,6.1,185
52,143.9,65.4,5.11,181
65,188.5,85.7,5.1,154
35,249.7,113.5,5.1,179
26,180.8,82.2,5.1,178
32,137.3,62.4,5.7,169
32,166.5,75.7,6.3,190
21,172,78.2,5.4,162
34,193.8,88.1,5.9,175
48,200,90.9,5.7,170
37,181.7,82.6,5.1,177
68,214.5,97.5,5.9,175
27,144.8,65.8,5.4,163
40,194.5,88.4,5.8,173
60,198.4,90.2,6.2,187
34,162.4,73.8,5.9,174
64,186.1,84.6,5.11,180
52,211.2,96,5.9,174
66,129.1,58.7,5.3,160
44,240.5,109.3,5.6,168
20,144.3,65.6,5.6,168
50,123,55.9,5.5,164
43,146.3,66.5,5.1,155
62,124.3,56.5,5.2,157
44,202.4,92,5.4,163
44,205.7,93.5,5.9,174
31,249,113.2,5.1,177
56,213,96.8,5.7,169
49,194.5,88.4,5,153
70,156.4,71.1,5,153
70,115.7,52.6,5.6,167
35,116.8,53.1,5.8,172
43,222.9,101.3,5.11,181
19,155.3,70.6,5.4,162
69,200.6,91.2,6,184
43,127.8,58.1,5.7,170
28,110,50,5.4,163
40,224.6,102.1,6,184
62,152.5,69.3,5.5,165
59,167.4,76.1,5.2,158
59,156.2,71,5.9,174
39,220.9,100.4,5.9,174
42,208.6,94.8,6.1,186
37,176.9,80.4,5.1,154
56,217.6,98.9,5.7,171
39,172.9,78.6,5.9,174
55,206.8,94,5.9,174
19,132,60,5.8,172
53,168.3,76.5,6,182
54,145.6,66.2,5.6,168
49,194.9,88.6,6.2,187
30,170.9,77.7,5.8,173
58,219.8,99.9,5.1,156
31,187.2,85.1,5.11,181
48,160.2,72.8,6.2,187
35,214.9,97.7,5.2,158
55,147.2,66.9,5.9,175
39,113.5,51.6,5.7,170
64,174.7,79.4,5.11,181
20,193.6,88,5.5,164
33,204.4,92.9,5.4,162
26,150.7,68.5,5.7,171
50,223.5,101.6,5.7,170
66,169.4,77,5.5,165
18,157.7,71.7,5.1,155
23,209.4,95.2,5.1,177
35,183.7,83.5,5.9,174
31,238.3,108.3,5.1,177
62,237.2,107.8,5.6,167
62,188.5,85.7,6,184
49,148.5,67.5,5.6,168
49,214.3,97.4,6.1,185
